FID,STATEFP00,COUNTYFP00,TRACTCE00,BLKGRPCE00,BKGPIDFP00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,OID_,Field1,GEOID,GEO_label,total_x,under_50,from_50_to,from_75_to,from_100_t,from_125_t,from_150_t,from_175_t,from_185_t,from_200_u,below_200,fraction_b,over_30_un,total_y,not_Hispan,non_HL_whi,non_HL_Bla,non_HL_AIA,non_HL_Asi,non_HL_NHO,non_HL_oth,non_HL_2_p,HL,HL_white,HL_Black,HL_AIAN,HL_Asian,HL_NHOPI,HL_other,HL_2_plus,percent_wh,percent_Bl,percent_HL,percent_AI,percent_As,percent_NH,percent_ot,GEOID2_Tex
1358,09,003,416200,1,090034162001,Block Group 1,G5030,S,216614.000000000000000,0.000000000000000,+41.6811705,-072.7709862,734,735,1500000US090034162001,"Block Group 1, Census Tract 4162, Hartford County, Connecticut",1392,92,202,85,70,79,138,21,99,606,786,1,yes,1399,911,491,310,13,63,0,0,34,488,211,0,0,0,0,277,0,0,0,0,0,0,0,0,090034162001
1359,09,003,416200,2,090034162002,Block Group 2,G5030,S,140900.000000000000000,0.000000000000000,+41.6770696,-072.7715357,735,736,1500000US090034162002,"Block Group 2, Census Tract 4162, Hartford County, Connecticut",663,185,84,0,69,85,0,0,44,196,467,1,yes,663,169,85,25,0,54,0,0,5,494,308,0,0,0,0,186,0,0,0,1,0,0,0,0,090034162002
1360,09,003,405300,2,090034053002,Block Group 2,G5030,S,1770827.000000000000000,0.000000000000000,+41.6847291,-072.8974307,668,669,1500000US090034053002,"Block Group 2, Census Tract 4053, Hartford County, Connecticut",3020,90,59,31,129,53,67,27,62,2502,518,0,no,3142,2992,2879,51,0,0,0,15,47,150,36,11,0,0,0,103,0,1,0,0,0,0,0,0,090034053002
1361,09,003,405300,4,090034053004,Block Group 4,G5030,S,797713.000000000000000,0.000000000000000,+41.6881130,-072.9082229,669,670,1500000US090034053004,"Block Group 4, Census Tract 4053, Hartford County, Connecticut",1447,9,0,0,9,50,43,43,19,1274,173,0,no,1453,1437,1321,0,0,89,0,0,27,16,0,0,0,0,0,9,7,1,0,0,0,0,0,0,090034053004
1362,09,003,405400,3,090034054003,Block Group 3,G5030,S,640132.000000000000000,7006.000000000000000,+41.6696112,-072.9040473,672,673,1500000US090034054003,"Block Group 3, Census Tract 4054, Hartford County, Connecticut",1037,21,0,45,55,12,71,15,105,713,324,0,yes,1047,1023,1009,8,0,0,0,0,6,24,13,0,0,0,0,11,0,1,0,0,0,0,0,0,090034054003
1363,09,003,405400,1,090034054001,Block Group 1,G5030,S,3299977.000000000000000,2926.000000000000000,+41.6593482,-072.8926364,670,671,1500000US090034054001,"Block Group 1, Census Tract 4054, Hartford County, Connecticut",2661,71,0,0,7,19,119,0,16,2429,232,0,no,2679,2578,2522,46,0,10,0,0,0,101,49,0,0,0,0,47,5,1,0,0,0,0,0,0,090034054001
1364,09,003,405400,2,090034054002,Block Group 2,G5030,S,3958200.000000000000000,34614.000000000000000,+41.6549116,-072.9083874,671,672,1500000US090034054002,"Block Group 2, Census Tract 4054, Hartford County, Connecticut",2701,63,46,10,48,123,142,19,85,2165,536,0,no,2701,2652,2313,164,0,90,0,0,85,49,22,8,0,0,0,19,0,1,0,0,0,0,0,0,090034054002
1365,09,003,405400,4,090034054004,Block Group 4,G5030,S,466920.000000000000000,0.000000000000000,+41.6662841,-072.9169997,673,674,1500000US090034054004,"Block Group 4, Census Tract 4054, Hartford County, Connecticut",890,10,36,61,61,26,15,0,37,644,246,0,no,890,825,776,14,0,26,9,0,0,65,0,0,0,0,0,65,0,1,0,0,0,0,0,0,090034054004
1366,09,003,405500,5,090034055005,Block Group 5,G5030,S,7671457.000000000000000,85651.000000000000000,+41.6522604,-072.9480284,676,677,1500000US090034055005,"Block Group 5, Census Tract 4055, Hartford County, Connecticut",3542,39,98,75,43,14,101,175,31,2966,576,0,no,3580,3230,2935,77,9,45,0,0,164,350,140,15,0,0,0,177,18,1,0,0,0,0,0,0,090034055005
1367,09,003,405500,4,090034055004,Block Group 4,G5030,S,340209.000000000000000,0.000000000000000,+41.6651471,-072.9428775,675,676,1500000US090034055004,"Block Group 4, Census Tract 4055, Hartford County, Connecticut",893,126,63,6,33,37,16,0,6,606,287,0,yes,904,740,700,15,0,0,0,0,25,164,69,21,0,0,0,65,9,1,0,0,0,0,0,0,090034055004
1368,09,003,480600,1,090034806001,Block Group 1,G5030,S,1154182.000000000000000,20506.000000000000000,+42.0010882,-072.5957540,939,940,1500000US090034806001,"Block Group 1, Census Tract 4806, Hartford County, Connecticut",2788,140,27,65,134,256,265,10,90,1801,987,0,yes,2788,2696,2425,106,0,65,0,35,65,92,36,19,0,0,0,24,13,1,0,0,0,0,0,0,090034806001
1369,09,003,480700,2,090034807002,Block Group 2,G5030,S,1369869.000000000000000,358555.000000000000000,+41.9779514,-072.5981404,942,943,1500000US090034807002,"Block Group 2, Census Tract 4807, Hartford County, Connecticut",1072,39,23,14,10,86,129,47,35,689,383,0,yes,1166,1151,1094,40,7,0,0,0,10,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0,090034807002
1370,09,003,480700,1,090034807001,Block Group 1,G5030,S,978955.000000000000000,0.000000000000000,+41.9845001,-072.5924157,941,942,1500000US090034807001,"Block Group 1, Census Tract 4807, Hartford County, Connecticut",856,21,0,21,29,27,14,23,17,704,152,0,no,991,947,941,0,0,0,0,0,6,44,17,27,0,0,0,0,0,1,0,0,0,0,0,0,090034807001
1371,09,003,460100,9,090034601009,Block Group 9,G5030,S,4455163.000000000000000,539177.000000000000000,+41.7175455,-072.7827968,805,806,1500000US090034601009,"Block Group 9, Census Tract 4601, Hartford County, Connecticut",791,28,7,0,0,0,19,0,5,732,59,0,no,913,913,906,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034601009
1372,09,003,460100,1,090034601001,Block Group 1,G5030,S,5387737.000000000000000,130408.000000000000000,+41.7371938,-072.7842338,804,805,1500000US090034601001,"Block Group 1, Census Tract 4601, Hartford County, Connecticut",1656,36,0,63,6,79,33,0,0,1439,217,0,no,1656,1622,1451,6,0,92,0,0,73,34,21,0,0,0,0,6,7,1,0,0,0,0,0,0,090034601001
1373,09,003,460201,3,090034602013,Block Group 3,G5030,S,15642355.000000000000000,797536.000000000000000,+41.7304216,-072.8430509,808,809,1500000US090034602013,"Block Group 3, Census Tract 4602.01, Hartford County, Connecticut",2967,62,15,76,20,60,52,7,0,2675,292,0,no,2967,2932,2659,30,0,243,0,0,0,35,35,0,0,0,0,0,0,1,0,0,0,0,0,0,090034602013
1374,09,003,460201,4,090034602014,Block Group 4,G5030,S,2638720.000000000000000,6752.000000000000000,+41.7104014,-072.8448718,809,810,1500000US090034602014,"Block Group 4, Census Tract 4602.01, Hartford County, Connecticut",1135,40,39,8,7,0,6,0,0,1035,100,0,no,1235,1225,1086,37,7,62,0,0,33,10,0,0,0,0,0,10,0,1,0,0,0,0,0,0,090034602014
1375,09,003,460201,2,090034602012,Block Group 2,G5030,S,6528773.000000000000000,19618.000000000000000,+41.7130843,-072.8706739,807,808,1500000US090034602012,"Block Group 2, Census Tract 4602.01, Hartford County, Connecticut",2920,55,23,51,89,28,65,22,25,2562,358,0,no,2956,2867,2726,41,0,100,0,0,0,89,89,0,0,0,0,0,0,1,0,0,0,0,0,0,090034602012
1376,09,003,473100,2,090034731002,Block Group 2,G5030,S,1672142.000000000000000,0.000000000000000,+41.8160158,-072.6700421,882,883,1500000US090034731002,"Block Group 2, Census Tract 4731, Hartford County, Connecticut",790,0,8,0,13,7,8,30,0,724,66,0,no,807,696,379,310,0,0,0,0,7,111,10,0,9,0,0,92,0,0,0,0,0,0,0,0,090034731002
1377,09,003,473100,3,090034731003,Block Group 3,G5030,S,2173183.000000000000000,0.000000000000000,+41.8127459,-072.6803494,883,884,1500000US090034731003,"Block Group 3, Census Tract 4731, Hartford County, Connecticut",787,15,43,0,21,0,9,0,28,671,116,0,no,787,688,144,458,0,0,0,0,86,99,59,0,0,0,0,40,0,0,1,0,0,0,0,0,090034731003
1378,09,003,473100,9,090034731009,Block Group 9,G5030,S,2275951.000000000000000,0.000000000000000,+41.8443293,-072.6797353,887,888,1500000US090034731009,"Block Group 9, Census Tract 4731, Hartford County, Connecticut",1042,0,0,8,9,37,7,0,41,940,102,0,no,1042,1020,698,264,0,32,0,0,26,22,0,17,0,0,0,5,0,1,0,0,0,0,0,0,090034731009
1379,09,003,473100,1,090034731001,Block Group 1,G5030,S,914454.000000000000000,0.000000000000000,+41.8319398,-072.6702004,881,882,1500000US090034731001,"Block Group 1, Census Tract 4731, Hartford County, Connecticut",871,16,0,0,8,0,8,15,6,818,53,0,no,882,845,345,462,0,38,0,0,0,37,27,5,0,0,0,5,0,0,1,0,0,0,0,0,090034731001
1380,09,003,473100,5,090034731005,Block Group 5,G5030,S,1779494.000000000000000,0.000000000000000,+41.8290694,-072.6798206,884,885,1500000US090034731005,"Block Group 5, Census Tract 4731, Hartford County, Connecticut",1001,0,0,16,0,0,13,8,34,930,71,0,no,1013,962,220,664,0,13,0,0,65,51,30,0,0,0,0,9,12,0,1,0,0,0,0,0,090034731005
1381,09,003,503800,2,090035038002,Block Group 2,G5030,S,1159970.000000000000000,10746.000000000000000,+41.7910863,-072.7120835,1168,1169,1500000US090035038002,"Block Group 2, Census Tract 5038, Hartford County, Connecticut",73,0,0,0,0,0,0,0,0,73,0,0,no,73,73,53,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090035038002
1382,09,003,503300,1,090035033001,Block Group 1,G5030,S,274891.000000000000000,0.000000000000000,+41.7720529,-072.6946794,1160,1161,1500000US090035033001,"Block Group 1, Census Tract 5033, Hartford County, Connecticut",3001,712,366,342,254,242,131,23,178,753,2248,1,yes,3016,1850,157,1592,0,0,0,0,101,1166,398,128,22,0,0,525,93,0,1,0,0,0,0,0,090035033001
1383,09,003,503400,2,090035034002,Block Group 2,G5030,S,255098.000000000000000,0.000000000000000,+41.7757132,-072.6956476,1162,1163,1500000US090035034002,"Block Group 2, Census Tract 5034, Hartford County, Connecticut",1251,185,100,107,40,131,112,25,70,481,770,1,yes,1251,1034,70,920,0,0,0,6,38,217,0,47,0,0,0,111,59,0,1,0,0,0,0,0,090035034002
1384,09,003,503400,1,090035034001,Block Group 1,G5030,S,175124.000000000000000,0.000000000000000,+41.7744865,-072.6896742,1161,1162,1500000US090035034001,"Block Group 1, Census Tract 5034, Hartford County, Connecticut",921,168,86,50,38,28,61,52,32,406,515,1,yes,995,764,94,599,0,9,0,0,62,231,25,22,0,0,0,163,21,0,1,0,0,0,0,0,090035034001
1385,09,003,503500,1,090035035001,Block Group 1,G5030,S,223440.000000000000000,0.000000000000000,+41.7782500,-072.6910713,1163,1164,1500000US090035035001,"Block Group 1, Census Tract 5035, Hartford County, Connecticut",1718,288,129,53,114,30,47,0,64,993,725,0,yes,1718,1421,6,1321,0,0,0,0,94,297,56,38,0,6,0,73,124,0,1,0,0,0,0,0,090035035001
1386,09,003,503600,1,090035036001,Block Group 1,G5030,S,1269208.000000000000000,0.000000000000000,+41.7798078,-072.7072803,1164,1165,1500000US090035036001,"Block Group 1, Census Tract 5036, Hartford County, Connecticut",999,27,31,49,27,71,52,26,7,709,290,0,no,999,890,361,438,0,31,0,0,60,109,72,0,0,0,0,37,0,0,0,0,0,0,0,0,090035036001
1387,09,003,503700,2,090035037002,Block Group 2,G5030,S,348635.000000000000000,0.000000000000000,+41.7811066,-072.6987709,1166,1167,1500000US090035037002,"Block Group 2, Census Tract 5037, Hartford County, Connecticut",1329,214,101,21,101,61,120,44,0,667,662,0,yes,1353,1277,0,1195,0,0,0,0,82,76,0,25,0,0,0,51,0,0,1,0,0,0,0,0,090035037002
1388,09,003,503700,1,090035037001,Block Group 1,G5030,S,258513.000000000000000,0.000000000000000,+41.7851714,-072.6989856,1165,1166,1500000US090035037001,"Block Group 1, Census Tract 5037, Hartford County, Connecticut",1336,166,62,201,28,67,43,8,97,664,672,1,yes,1336,1237,0,1209,0,0,0,0,28,99,0,6,0,0,0,89,4,0,1,0,0,0,0,0,090035037001
1389,09,003,503800,1,090035038001,Block Group 1,G5030,S,747595.000000000000000,0.000000000000000,+41.7901333,-072.7068128,1167,1168,1500000US090035038001,"Block Group 1, Census Tract 5038, Hartford County, Connecticut",1453,201,101,182,92,185,116,35,140,401,1052,1,yes,1467,1157,6,1100,0,0,0,30,21,310,50,57,3,0,0,161,39,0,1,0,0,0,0,0,090035038001
1390,09,003,503900,4,090035039004,Block Group 4,G5030,S,319398.000000000000000,0.000000000000000,+41.7970015,-072.7043882,1172,1173,1500000US090035039004,"Block Group 4, Census Tract 5039, Hartford County, Connecticut",911,47,21,60,31,40,99,6,16,591,320,0,yes,938,915,8,860,0,0,0,13,34,23,0,0,0,0,0,23,0,0,1,0,0,0,0,0,090035039004
1391,09,003,503900,3,090035039003,Block Group 3,G5030,S,263371.000000000000000,0.000000000000000,+41.7907524,-072.7035402,1171,1172,1500000US090035039003,"Block Group 3, Census Tract 5039, Hartford County, Connecticut",659,44,7,23,43,39,38,0,0,465,194,0,no,659,635,8,595,0,32,0,0,0,24,12,0,0,0,0,12,0,0,1,0,0,0,0,0,090035039003
1392,09,003,430302,1,090034303021,Block Group 1,G5030,S,2837630.000000000000000,19886.000000000000000,+41.5769504,-072.8795126,793,794,1500000US090034303021,"Block Group 1, Census Tract 4303.02, Hartford County, Connecticut",1731,7,5,0,4,18,57,52,0,1588,143,0,no,1781,1755,1723,0,0,20,0,0,12,26,6,0,0,0,0,20,0,1,0,0,0,0,0,0,090034303021
1393,09,003,430400,9,090034304009,Block Group 9,G5030,S,5240033.000000000000000,0.000000000000000,+41.5650749,-072.9163547,796,797,1500000US090034304009,"Block Group 9, Census Tract 4304, Hartford County, Connecticut",1423,29,42,37,11,5,5,5,0,1289,134,0,no,1605,1596,1596,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,090034304009
1394,09,003,430400,1,090034304001,Block Group 1,G5030,S,4738336.000000000000000,24419.000000000000000,+41.5775272,-072.9006081,795,796,1500000US090034304001,"Block Group 1, Census Tract 4304, Hartford County, Connecticut",2593,20,15,31,40,33,32,6,0,2416,177,0,no,2600,2575,2429,88,0,0,11,0,47,25,14,0,0,0,11,0,0,1,0,0,0,0,0,0,090034304001
1395,09,003,430500,9,090034305009,Block Group 9,G5030,S,10925369.000000000000000,64832.000000000000000,+41.5916530,-072.9184511,798,799,1500000US090034305009,"Block Group 9, Census Tract 4305, Hartford County, Connecticut",4511,17,0,39,0,195,26,0,18,4216,295,0,no,4519,4418,4380,0,0,38,0,0,0,101,45,0,0,0,0,56,0,1,0,0,0,0,0,0,090034305009
1396,09,003,430500,1,090034305001,Block Group 1,G5030,S,1462101.000000000000000,0.000000000000000,+41.5939481,-072.8948180,797,798,1500000US090034305001,"Block Group 1, Census Tract 4305, Hartford County, Connecticut",1404,12,14,6,23,0,33,6,7,1303,101,0,no,1539,1519,1447,67,0,0,0,0,5,20,10,5,0,0,0,5,0,1,0,0,0,0,0,0,090034305001
1397,09,003,430601,9,090034306019,Block Group 9,G5030,S,12405993.000000000000000,258399.000000000000000,+41.6261626,-072.9169166,801,802,1500000US090034306019,"Block Group 9, Census Tract 4306.01, Hartford County, Connecticut",1407,5,0,5,20,29,18,0,0,1330,77,0,no,1503,1496,1382,17,0,71,0,0,26,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,090034306019
1398,09,003,416300,4,090034163004,Block Group 4,G5030,S,922091.000000000000000,0.000000000000000,+41.6765878,-072.7670307,739,740,1500000US090034163004,"Block Group 4, Census Tract 4163, Hartford County, Connecticut",1165,65,191,121,71,91,68,31,16,511,654,1,yes,1165,757,578,110,0,38,0,0,31,408,207,0,0,0,11,165,25,0,0,0,0,0,0,0,090034163004
1399,09,003,416300,1,090034163001,Block Group 1,G5030,S,668023.000000000000000,0.000000000000000,+41.6802923,-072.7587683,737,738,1500000US090034163001,"Block Group 1, Census Tract 4163, Hartford County, Connecticut",1474,127,0,36,18,78,5,38,108,1064,410,0,no,1474,1128,999,117,0,0,12,0,0,346,281,0,0,0,0,48,17,1,0,0,0,0,0,0,090034163001
1400,09,003,416300,3,090034163003,Block Group 3,G5030,S,244005.000000000000000,0.000000000000000,+41.6734759,-072.7595613,738,739,1500000US090034163003,"Block Group 3, Census Tract 4163, Hartford County, Connecticut",821,60,40,0,14,23,5,11,10,658,163,0,no,824,698,498,125,0,20,0,33,22,126,27,8,0,0,0,91,0,1,0,0,0,0,0,0,090034163003
1401,09,003,416400,4,090034164004,Block Group 4,G5030,S,2093833.000000000000000,14480.000000000000000,+41.6581326,-072.8174246,742,743,1500000US090034164004,"Block Group 4, Census Tract 4164, Hartford County, Connecticut",951,0,0,6,0,0,81,0,11,853,98,0,no,951,857,857,0,0,0,0,0,0,94,64,0,0,0,0,30,0,1,0,0,0,0,0,0,090034164004
1402,09,003,416400,2,090034164002,Block Group 2,G5030,S,1459420.000000000000000,8404.000000000000000,+41.6512325,-072.8007175,741,742,1500000US090034164002,"Block Group 2, Census Tract 4164, Hartford County, Connecticut",1081,14,0,15,0,16,8,22,0,1006,75,0,no,1081,1058,1058,0,0,0,0,0,0,23,0,0,0,0,0,23,0,1,0,0,0,0,0,0,090034164002
1403,09,003,416400,1,090034164001,Block Group 1,G5030,S,923587.000000000000000,0.000000000000000,+41.6622205,-072.8109718,740,741,1500000US090034164001,"Block Group 1, Census Tract 4164, Hartford County, Connecticut",1200,36,12,5,29,20,83,7,0,1008,192,0,no,1200,1097,897,132,14,0,0,0,54,103,47,0,0,0,0,48,8,1,0,0,0,0,0,0,090034164001
1404,09,003,416500,6,090034165006,Block Group 6,G5030,S,988279.000000000000000,0.000000000000000,+41.6818366,-072.8148274,747,748,1500000US090034165006,"Block Group 6, Census Tract 4165, Hartford County, Connecticut",1712,108,86,27,297,86,77,0,0,1031,681,0,yes,1712,879,633,212,0,34,0,0,0,833,411,27,0,9,0,369,17,0,0,0,0,0,0,0,090034165006
1405,09,003,416500,5,090034165005,Block Group 5,G5030,S,1183926.000000000000000,0.000000000000000,+41.6715418,-072.8161035,746,747,1500000US090034165005,"Block Group 5, Census Tract 4165, Hartford County, Connecticut",1252,13,0,113,13,17,60,0,0,1036,216,0,no,1261,1109,862,234,0,13,0,0,0,152,63,0,0,0,0,89,0,1,0,0,0,0,0,0,090034165005
1406,09,003,405500,3,090034055003,Block Group 3,G5030,S,375428.000000000000000,0.000000000000000,+41.6663996,-072.9345858,674,675,1500000US090034055003,"Block Group 3, Census Tract 4055, Hartford County, Connecticut",791,0,0,69,15,29,5,12,20,641,150,0,no,791,737,737,0,0,0,0,0,0,54,27,4,0,0,0,23,0,1,0,0,0,0,0,0,090034055003
1407,09,003,405600,6,090034056006,Block Group 6,G5030,S,3346522.000000000000000,0.000000000000000,+41.6633334,-072.9766130,682,683,1500000US090034056006,"Block Group 6, Census Tract 4056, Hartford County, Connecticut",1113,6,0,0,49,0,0,18,31,1009,104,0,no,1113,1054,1001,33,0,0,0,0,20,59,29,0,0,0,0,30,0,1,0,0,0,0,0,0,090034056006
1408,09,003,405600,7,090034056007,Block Group 7,G5030,S,2645724.000000000000000,374615.000000000000000,+41.6479967,-072.9731026,683,684,1500000US090034056007,"Block Group 7, Census Tract 4056, Hartford County, Connecticut",1327,0,0,0,6,9,0,0,9,1303,24,0,no,1327,1298,1275,11,12,0,0,0,0,29,29,0,0,0,0,0,0,1,0,0,0,0,0,0,090034056007
1409,09,003,405600,5,090034056005,Block Group 5,G5030,S,328502.000000000000000,0.000000000000000,+41.6690862,-072.9607936,681,682,1500000US090034056005,"Block Group 5, Census Tract 4056, Hartford County, Connecticut",680,48,23,31,5,0,8,0,9,556,124,0,no,680,646,524,0,0,122,0,0,0,34,0,0,0,0,0,34,0,1,0,0,0,0,0,0,090034056005
1410,09,003,405600,4,090034056004,Block Group 4,G5030,S,527031.000000000000000,0.000000000000000,+41.6629035,-072.9567087,680,681,1500000US090034056004,"Block Group 4, Census Tract 4056, Hartford County, Connecticut",809,38,16,36,86,85,115,0,9,424,385,0,yes,809,718,674,13,0,0,0,0,31,91,34,0,0,0,0,53,4,1,0,0,0,0,0,0,090034056004
1411,09,003,405600,2,090034056002,Block Group 2,G5030,S,200182.000000000000000,0.000000000000000,+41.6668706,-072.9550077,678,679,1500000US090034056002,"Block Group 2, Census Tract 4056, Hartford County, Connecticut",763,9,0,15,25,0,37,0,0,677,86,0,no,763,737,709,0,0,0,0,18,10,26,0,0,0,0,0,15,11,1,0,0,0,0,0,0,090034056002
1412,09,003,405600,1,090034056001,Block Group 1,G5030,S,328569.000000000000000,0.000000000000000,+41.6700307,-072.9534841,677,678,1500000US090034056001,"Block Group 1, Census Tract 4056, Hartford County, Connecticut",1407,89,56,18,8,129,88,27,62,930,477,0,yes,1413,1312,1254,26,0,0,0,0,32,101,93,0,0,0,0,8,0,1,0,0,0,0,0,0,090034056001
1413,09,003,405600,3,090034056003,Block Group 3,G5030,S,236186.000000000000000,0.000000000000000,+41.6658508,-072.9510592,679,680,1500000US090034056003,"Block Group 3, Census Tract 4056, Hartford County, Connecticut",701,0,9,23,9,18,32,0,0,610,91,0,no,701,661,642,19,0,0,0,0,0,40,0,8,0,0,0,32,0,1,0,0,0,0,0,0,090034056003
1414,09,003,460201,1,090034602011,Block Group 1,G5030,S,5000722.000000000000000,10636.000000000000000,+41.7254173,-072.8729140,806,807,1500000US090034602011,"Block Group 1, Census Tract 4602.01, Hartford County, Connecticut",1410,0,0,6,89,79,0,30,16,1190,220,0,no,1410,1334,1250,0,8,76,0,0,0,76,62,0,0,0,0,0,14,1,0,0,0,0,0,0,090034602011
1415,09,003,460202,1,090034602021,Block Group 1,G5030,S,8984920.000000000000000,82879.000000000000000,+41.7342526,-072.8093687,810,811,1500000US090034602021,"Block Group 1, Census Tract 4602.02, Hartford County, Connecticut",1886,113,0,0,0,4,0,0,6,1763,123,0,no,1897,1877,1766,34,0,38,0,0,39,20,20,0,0,0,0,0,0,1,0,0,0,0,0,0,090034602021
1416,09,003,460202,2,090034602022,Block Group 2,G5030,S,10713490.000000000000000,63410.000000000000000,+41.7111661,-072.8198516,811,812,1500000US090034602022,"Block Group 2, Census Tract 4602.02, Hartford County, Connecticut",1807,13,0,7,0,20,24,16,16,1711,96,0,no,1827,1807,1624,29,8,146,0,0,0,20,0,0,0,0,0,6,14,1,0,0,0,0,0,0,090034602022
1417,09,003,460302,3,090034603023,Block Group 3,G5030,S,1256814.000000000000000,43276.000000000000000,+41.7517166,-072.8895217,816,817,1500000US090034603023,"Block Group 3, Census Tract 4603.02, Hartford County, Connecticut",719,28,0,8,18,9,16,0,8,632,87,0,no,719,699,666,0,0,21,0,0,12,20,20,0,0,0,0,0,0,1,0,0,0,0,0,0,090034603023
1418,09,003,460301,1,090034603011,Block Group 1,G5030,S,4078390.000000000000000,85958.000000000000000,+41.7416753,-072.8761761,812,813,1500000US090034603011,"Block Group 1, Census Tract 4603.01, Hartford County, Connecticut",2723,77,75,67,79,40,9,20,46,2310,413,0,no,2735,2688,2488,68,10,104,0,0,18,47,47,0,0,0,0,0,0,1,0,0,0,0,0,0,090034603011
1419,09,003,460302,1,090034603021,Block Group 1,G5030,S,1086366.000000000000000,34459.000000000000000,+41.7392205,-072.8952182,814,815,1500000US090034603021,"Block Group 1, Census Tract 4603.02, Hartford County, Connecticut",1542,37,0,13,64,0,51,9,0,1368,174,0,no,1547,1517,1401,45,0,59,0,0,12,30,13,0,0,0,0,17,0,1,0,0,0,0,0,0,090034603021
1420,09,003,473100,8,090034731008,Block Group 8,G5030,S,1092884.000000000000000,0.000000000000000,+41.8466068,-072.6695597,886,887,1500000US090034731008,"Block Group 8, Census Tract 4731, Hartford County, Connecticut",765,18,18,0,0,11,30,0,0,688,77,0,no,1091,1091,984,51,0,7,0,0,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034731008
1421,09,003,473100,7,090034731007,Block Group 7,G5030,S,653969.000000000000000,0.000000000000000,+41.8568931,-072.6687651,885,886,1500000US090034731007,"Block Group 7, Census Tract 4731, Hartford County, Connecticut",519,7,0,14,0,8,0,0,0,490,29,0,no,519,519,432,47,0,0,0,0,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034731007
1422,09,003,473400,1,090034734001,Block Group 1,G5030,S,1061487.000000000000000,46719.000000000000000,+41.8540493,-072.6435549,888,889,1500000US090034734001,"Block Group 1, Census Tract 4734, Hartford County, Connecticut",757,65,32,29,12,65,31,11,31,481,276,0,yes,757,721,588,89,0,0,0,0,44,36,26,0,0,0,0,0,10,1,0,0,0,0,0,0,090034734001
1423,09,003,473400,2,090034734002,Block Group 2,G5030,S,1242419.000000000000000,0.000000000000000,+41.8484653,-072.6542286,889,890,1500000US090034734002,"Block Group 2, Census Tract 4734, Hartford County, Connecticut",1021,0,0,34,62,7,21,0,0,897,124,0,no,1021,981,784,142,0,0,0,10,45,40,14,0,0,0,0,16,10,1,0,0,0,0,0,0,090034734002
1424,09,003,473501,9,090034735019,Block Group 9,G5030,S,6485655.000000000000000,19170.000000000000000,+41.8710365,-072.6750825,892,893,1500000US090034735019,"Block Group 9, Census Tract 4735.01, Hartford County, Connecticut",1189,47,0,0,9,15,0,6,0,1112,77,0,no,1189,1160,811,177,0,80,0,0,92,29,0,0,0,0,0,23,6,1,0,0,0,0,0,0,090034735019
1425,09,003,473501,1,090034735011,Block Group 1,G5030,S,16689166.000000000000000,508886.000000000000000,+41.8890107,-072.7032511,890,891,1500000US090034735011,"Block Group 1, Census Tract 4735.01, Hartford County, Connecticut",2311,0,3,14,6,7,4,0,0,2277,34,0,no,2323,2257,1841,252,0,116,0,6,42,66,17,0,0,0,0,49,0,1,0,0,0,0,0,0,090034735011
1426,09,003,473501,8,090034735018,Block Group 8,G5030,S,1790017.000000000000000,136799.000000000000000,+41.8946937,-072.6714239,891,892,1500000US090034735018,"Block Group 8, Census Tract 4735.01, Hartford County, Connecticut",700,0,0,0,0,0,17,0,26,657,43,0,no,700,700,529,111,0,50,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034735018
1427,09,003,473502,7,090034735027,Block Group 7,G5030,S,2642982.000000000000000,28105.000000000000000,+41.9026864,-072.6606548,895,896,1500000US090034735027,"Block Group 7, Census Tract 4735.02, Hartford County, Connecticut",887,4,0,29,0,0,6,8,25,815,72,0,no,892,892,835,42,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034735027
1428,09,003,503900,2,090035039002,Block Group 2,G5030,S,209067.000000000000000,0.000000000000000,+41.7986667,-072.6995258,1170,1171,1500000US090035039002,"Block Group 2, Census Tract 5039, Hartford County, Connecticut",688,39,21,23,0,17,4,38,33,513,175,0,no,693,666,22,619,0,0,0,0,25,27,0,27,0,0,0,0,0,0,1,0,0,0,0,0,090035039002
1429,09,003,503900,5,090035039005,Block Group 5,G5030,S,353651.000000000000000,0.000000000000000,+41.8037026,-072.7043969,1173,1174,1500000US090035039005,"Block Group 5, Census Tract 5039, Hartford County, Connecticut",777,13,18,0,8,41,49,38,0,610,167,0,no,777,758,35,699,0,0,0,0,24,19,0,0,0,0,0,0,19,0,1,0,0,0,0,0,090035039005
