FID,OBJECTID,YEAR,TRI_FACILI,FRS_ID,FACILITY_N,STREET_ADD,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FA,INDUSTRY_S,INDUSTRY_1,PRIMARY_SI,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NA,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_N,CHEMICAL,CAS___COMP,SRS_ID,CLEAR_AIR_,CLASSIFICA,METAL,METAL_CATE,CARCINOGEN,FORM_TYPE,UNIT_OF_ME,F5_1_FUGIT,F5_2_STACK,F5_3_WATER,F5_4_UNDER,F5_4_1_UND,F5_4_2_UND,F5_5_1_LAN,F5_5_1A_RC,F5_5_1B_OT,F5_5_2_LAN,F5_5_3_SUR,F5_5_3A_RC,F5_5_3B_Ot,F5_5_4_OTH,ON_SITE_RE,F6_1_POTW_,F6_1_POT_1,F6_1_POT_2,F6_2_M10,F6_2_M41,F6_2_M62,F6_2_M71,F6_2_M81,F6_2_M82,F6_2_M72,F6_2_M63,F6_2_M66,F6_2_M67,F6_2_M64,F6_2_M65,F6_2_M73,F6_2_M79,F6_2_M90,F6_2_M94,F6_2_M99,OFF_SITE_R,F6_2_M20,F6_2_M24,F6_2_M26,F6_2_M28,F6_2_M93,OFF_SITE_1,F6_2_M56,F6_2_M92,OFF_SITE_2,F6_2_M40,F6_2_M50,F6_2_M54,F6_2_M61,F6_2_M69,F6_2_M95,OFF_SITE_T,TOTAL_RELE,F8_1_RELEA,F8_1A_ON_S,F8_1B_ON_S,F8_1C_OFF_,F8_1D_OFF_,F8_2_ENERG,F8_3_ENERG,F8_4_RECYC,F8_5_RECYC,F8_6_TREAT,F8_7_TREAT,PROD__WAST,F8_8_ONE_T,PROD_RATIO,F8_9_PRODU,PARENT_COM,PARENT_C_1,Field110,FID_1,STATEFP00,COUNTYFP00,TRACTCE00,BLKGRPCE00,BKGPIDFP00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,OID_,Field1,GEOID,GEO_label,total_x,under_50,from_50_to,from_75_to,from_100_t,from_125_t,from_150_t,from_175_t,from_185_t,from_200_u,below_200,fraction_b,over_30_un,total_y,not_Hispan,non_HL_whi,non_HL_Bla,non_HL_AIA,non_HL_Asi,non_HL_NHO,non_HL_oth,non_HL_2_p,HL,HL_white,HL_Black,HL_AIAN,HL_Asian,HL_NHOPI,HL_other,HL_2_plus,percent_wh,percent_Bl,percent_HL,percent_AI,percent_As,percent_NH,percent_ot,GEOID2_Tex
341,472,2017,06110BBTTBRAILR,110000581629.000000000000000,ABBOTT BALL CO INC,19 RAILROAD PL,WEST HARTFORD,HARTFORD,CT,6110, , ,41.728920000000002,-72.726349999999996,NO,332,Fabricated Metals, , , , , , ,332991,0,0,0,0,0,1317216290800.000000000000000,NICKEL,007440020,149674,YES,TRI,YES,1,YES,R,Pounds,0.000000000000000,0.000000000000000,1.000000000000000,0,0,0,0,0,0,0,0,0,0,0,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,11633.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,11633.000000000000000,0.000000000000000,0.000000000000000,159.000000000000000,0,0,159.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,11634.000000000000000,0,0,1.000000000000000,11633.000000000000000,0.000000000000000,0,0.000000000000000,0,159.000000000000000,0.000000000000000,0.000000000000000,11793.000000000000000,0,PRODUCTION,1.100000000000000,NA, , ,1627,09,003,496100,2,090034961002,Block Group 2,G5030,S,752166.000000000000000,0.000000000000000,+41.7261909,-072.7295533,1039,1040,1500000US090034961002,"Block Group 2, Census Tract 4961, Hartford County, Connecticut",637,34,19,4,29,17,6,0,25,503,134,0,no,640,626,485,54,0,56,0,0,31,14,14,0,0,0,0,0,0,1,0,0,0,0,0,0,090034961002
342,480,2017,06110BBTTBRAILR,110000581629.000000000000000,ABBOTT BALL CO INC,19 RAILROAD PL,WEST HARTFORD,HARTFORD,CT,6110, , ,41.728920000000002,-72.726349999999996,NO,332,Fabricated Metals, , , , , , ,332991,0,0,0,0,0,1317216290760.000000000000000,COPPER,007440508,150086,NO,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,1.000000000000000,0,0,0,0,0,0,0,0,0,0,0,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,6655.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,6655.000000000000000,0.000000000000000,0.000000000000000,501.000000000000000,0,0,501.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,6656.000000000000000,0,0,1.000000000000000,6655.000000000000000,0.000000000000000,0,0.000000000000000,0,501.000000000000000,0.000000000000000,0.000000000000000,7157.000000000000000,0,PRODUCTION,1.100000000000000,NA, , ,1627,09,003,496100,2,090034961002,Block Group 2,G5030,S,752166.000000000000000,0.000000000000000,+41.7261909,-072.7295533,1039,1040,1500000US090034961002,"Block Group 2, Census Tract 4961, Hartford County, Connecticut",637,34,19,4,29,17,6,0,25,503,134,0,no,640,626,485,54,0,56,0,0,31,14,14,0,0,0,0,0,0,1,0,0,0,0,0,0,090034961002
343,493,2017,06110BBTTBRAILR,110000581629.000000000000000,ABBOTT BALL CO INC,19 RAILROAD PL,WEST HARTFORD,HARTFORD,CT,6110, , ,41.728920000000002,-72.726349999999996,NO,332,Fabricated Metals, , , , , , ,332991,0,0,0,0,0,1317216290800.000000000000000,CHROMIUM,007440473,150060,YES,TRI,YES,1,YES,R,Pounds,0.000000000000000,0.000000000000000,5.000000000000000,0,0,0,0,0,0,0,0,0,0,0,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,42785.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,42785.000000000000000,0.000000000000000,0.000000000000000,586.000000000000000,0,0,586.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,42790.000000000000000,0,0,5.000000000000000,42785.000000000000000,0.000000000000000,0,0.000000000000000,0,586.000000000000000,0.000000000000000,0.000000000000000,43376.000000000000000,0,PRODUCTION,1.100000000000000,NA, , ,1627,09,003,496100,2,090034961002,Block Group 2,G5030,S,752166.000000000000000,0.000000000000000,+41.7261909,-072.7295533,1039,1040,1500000US090034961002,"Block Group 2, Census Tract 4961, Hartford County, Connecticut",637,34,19,4,29,17,6,0,25,503,134,0,no,640,626,485,54,0,56,0,0,31,14,14,0,0,0,0,0,0,1,0,0,0,0,0,0,090034961002
344,682,2017,06111KNYMN1170M,110000315739.000000000000000,KEENEY MANUFACTURING CO INC,1170 MAIN ST,NEWINGTON,HARTFORD,CT,6111, , ,41.695850000000000,-72.722800000000007,NO,332,Fabricated Metals, , , , , , ,332913,0,0,0,0,0,1317216230740.000000000000000,LEAD,007439921,149583,YES,PBT,YES,1,YES,R,Pounds,0.000000000000000,0.007000000000000,0.130000000000000,0,0,0,0,0,0,0,0,0,0,0,0.137000000000000,0.011000000000000,0.000000000000000,0.011000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,1.320000000000000,0,1.331000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,2145,2145.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,1.468000000000000,0,0,0.137000000000000,0.006930000000000,1.324070000000000,0,0.000000000000000,0,2145.000000000000000,0.000000000000000,0.000000000000000,2146.467999999999800,0,PRODUCTION,0.250000000000000,NA, , ,1635,09,003,494400,2,090034944002,Block Group 2,G5030,S,1810433.000000000000000,0.000000000000000,+41.6931364,-072.7138629,1029,1030,1500000US090034944002,"Block Group 2, Census Tract 4944, Hartford County, Connecticut",1532,0,11,24,20,38,44,6,0,1389,143,0,no,1656,1624,1606,0,10,0,0,0,8,32,15,17,0,0,0,0,0,1,0,0,0,0,0,0,090034944002
345,685,2017,06111KNYMN1170M,110000315739.000000000000000,KEENEY MANUFACTURING CO INC,1170 MAIN ST,NEWINGTON,HARTFORD,CT,6111, , ,41.695850000000000,-72.722800000000007,NO,332,Fabricated Metals, , , , , , ,332913,0,0,0,0,0,1317216230730.000000000000000,COPPER,007440508,150086,NO,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,4.280000000000000,0,0,0,0,0,0,0,0,0,0,0,4.280000000000000,0.448000000000000,0.000000000000000,0.448000000000000,0,74.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,6.100000000000000,0,80.548000000000002,0.000000000000000,0.000000000000000,0.000000000000000,0,24946,24946.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,84.828000000000003,0,0,4.280000000000000,0.322560000000000,80.225440000000006,0,0.000000000000000,0,24946.000000000000000,0.000000000000000,0.000000000000000,25030.828000000001000,0,PRODUCTION,1.260000000000000,NA, , ,1635,09,003,494400,2,090034944002,Block Group 2,G5030,S,1810433.000000000000000,0.000000000000000,+41.6931364,-072.7138629,1029,1030,1500000US090034944002,"Block Group 2, Census Tract 4944, Hartford County, Connecticut",1532,0,11,24,20,38,44,6,0,1389,143,0,no,1656,1624,1606,0,10,0,0,0,8,32,15,17,0,0,0,0,0,1,0,0,0,0,0,0,090034944002
346,22,2017,06026TLCNC60SMA,110009334489.000000000000000,TILCON CONNECTICUT INC,60 S MAIN ST,EAST GRANBY,HARTFORD,CT,6026, , ,41.935290999999999,-72.730548999999996,NO,327,Nonmetallic Mineral Product, , , , , , ,327320,0,0,0,0,0,1317216543460.000000000000000,LEAD,007439921,149583,YES,PBT,YES,1,YES,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,PRODUCTION,0.010000000000000,OLDCASTLE INC,023548787, ,1638,09,003,470100,3,090034701003,Block Group 3,G5030,S,16383497.000000000000000,173788.000000000000000,+41.9271737,-072.7266647,865,866,1500000US090034701003,"Block Group 3, Census Tract 4701, Hartford County, Connecticut",1147,27,0,8,0,8,0,0,16,1088,59,0,no,1147,1147,1100,7,0,18,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034701003
347,359,2017,06026WNDSR7CONN,110000315150.000000000000000,WINDSOR AIRMOTIVE,7 CONNECTICUT S DR,EAST GRANBY,HARTFORD,CT,6026, , ,41.931339999999999,-72.716380000000001,NO,336,Transportation Equipment, , , , , , ,336412,0,0,0,0,0,1317215964670.000000000000000,NICKEL,007440020,149674,YES,TRI,YES,1,YES,R,Pounds,0.000000000000000,8.449999999999999,2.820000000000000,0,0,0,0,0,0,0,0,0,0,0,11.270000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,7.080000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,7.080000000000000,0.000000000000000,2438.590000000000100,0.000000000000000,0,0,2438.590000000000100,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,18.350000000000001,0,0,11.270000000000000,0.000000000000000,7.080000000000000,0,0.000000000000000,0,2438.590000000000100,0.000000000000000,0.000000000000000,2456.940000000000100,0,PRODUCTION,1.360000000000000,BARNES GROUP INC,001145481, ,1638,09,003,470100,3,090034701003,Block Group 3,G5030,S,16383497.000000000000000,173788.000000000000000,+41.9271737,-072.7266647,865,866,1500000US090034701003,"Block Group 3, Census Tract 4701, Hartford County, Connecticut",1147,27,0,8,0,8,0,0,16,1088,59,0,no,1147,1147,1100,7,0,18,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034701003
348,367,2017,06026WNDSR7CONN,110000315150.000000000000000,WINDSOR AIRMOTIVE,7 CONNECTICUT S DR,EAST GRANBY,HARTFORD,CT,6026, , ,41.931339999999999,-72.716380000000001,NO,336,Transportation Equipment, , , , , , ,336412,0,0,0,0,0,1317215964690.000000000000000,CHROMIUM,007440473,150060,YES,TRI,YES,1,YES,R,Pounds,0.000000000000000,1.400000000000000,0.500000000000000,0,0,0,0,0,0,0,0,0,0,0,1.900000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,579.120000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,579.120000000000000,0.000000000000000,1219.300000000000000,0.000000000000000,0,0,1219.300000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,581.019999999999980,0,0,1.900000000000000,0.000000000000000,579.120000000000000,0,0.000000000000000,0,1219.300000000000000,0.000000000000000,0.000000000000000,1800.319999999999900,0,PRODUCTION,1.360000000000000,BARNES GROUP INC,001145481, ,1638,09,003,470100,3,090034701003,Block Group 3,G5030,S,16383497.000000000000000,173788.000000000000000,+41.9271737,-072.7266647,865,866,1500000US090034701003,"Block Group 3, Census Tract 4701, Hartford County, Connecticut",1147,27,0,8,0,8,0,0,16,1088,59,0,no,1147,1147,1100,7,0,18,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034701003
349,588,2017,06026THRCKBRADL,110043501699.000000000000000,RSCC WIRE & CABLE LLC,20 BRADLEY PARK RD,EAST GRANBY,HARTFORD,CT,6026, , ,41.931100000000001,-72.708519999999993,NO,335,Electrical Equipment, , , , , , ,335929,0,0,0,0,0,1317216322460.000000000000000,ANTIMONY COMPOUNDS,N010,649921,YES,TRI,YES,1,NO,R,Pounds,660.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,660.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,11856,11856.000000000000000,0.000000000000000,0.000000000000000,42003.000000000000000,0,0,42003.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,12516.000000000000000,0,0,660.000000000000000,0.000000000000000,11856.000000000000000,0,0.000000000000000,0,42003.000000000000000,0.000000000000000,0.000000000000000,54519.000000000000000,0,PRODUCTION,0.790000000000000,THE MARMON GROUP LLC,795871581, ,1638,09,003,470100,3,090034701003,Block Group 3,G5030,S,16383497.000000000000000,173788.000000000000000,+41.9271737,-072.7266647,865,866,1500000US090034701003,"Block Group 3, Census Tract 4701, Hartford County, Connecticut",1147,27,0,8,0,8,0,0,16,1088,59,0,no,1147,1147,1100,7,0,18,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034701003
350,589,2017,06026THRCKBRADL,110043501699.000000000000000,RSCC WIRE & CABLE LLC,20 BRADLEY PARK RD,EAST GRANBY,HARTFORD,CT,6026, , ,41.931100000000001,-72.708519999999993,NO,335,Electrical Equipment, , , , , , ,335929,0,0,0,0,0,1317216322470.000000000000000,DECABROMODIPHENYL OXIDE,001163195,79996,NO,TRI,NO,0,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,11123,11123.000000000000000,0.000000000000000,0.000000000000000,39404.000000000000000,0,0,39404.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,11123.000000000000000,0,0,0.000000000000000,0.000000000000000,11123.000000000000000,0,0.000000000000000,0,39404.000000000000000,0.000000000000000,0.000000000000000,50527.000000000000000,0,PRODUCTION,0.540000000000000,THE MARMON GROUP LLC,795871581, ,1638,09,003,470100,3,090034701003,Block Group 3,G5030,S,16383497.000000000000000,173788.000000000000000,+41.9271737,-072.7266647,865,866,1500000US090034701003,"Block Group 3, Census Tract 4701, Hartford County, Connecticut",1147,27,0,8,0,8,0,0,16,1088,59,0,no,1147,1147,1100,7,0,18,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034701003
351,599,2017,06026THRCKBRADL,110043501699.000000000000000,RSCC WIRE & CABLE LLC,20 BRADLEY PARK RD,EAST GRANBY,HARTFORD,CT,6026, , ,41.931100000000001,-72.708519999999993,NO,335,Electrical Equipment, , , , , , ,335929,0,0,0,0,0,1317216322480.000000000000000,LEAD COMPOUNDS,N420,650002,YES,PBT,YES,1,NO,R,Pounds,260.000000000000000,0.000000000000000,1.040000000000000,0,0,0,0,0,0,0,0,0,0,0,261.040000000000020,0.080000000000000,0.000000000000000,0.080000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,6791,6791.079999999999900,0.000000000000000,0.000000000000000,23600.000000000000000,0,0,23600.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,7052.119999999999900,0,0,261.040000000000020,0.050000000000000,6791.000000000000000,0,0.000000000000000,0,23600.000000000000000,0.000000000000000,0.000000000000000,30652.090000000000000,0,PRODUCTION,0.850000000000000,THE MARMON GROUP LLC,795871581, ,1638,09,003,470100,3,090034701003,Block Group 3,G5030,S,16383497.000000000000000,173788.000000000000000,+41.9271737,-072.7266647,865,866,1500000US090034701003,"Block Group 3, Census Tract 4701, Hartford County, Connecticut",1147,27,0,8,0,8,0,0,16,1088,59,0,no,1147,1147,1100,7,0,18,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034701003
352,623,2017,06026THRCKBRADL,110043501699.000000000000000,RSCC WIRE & CABLE LLC,20 BRADLEY PARK RD,EAST GRANBY,HARTFORD,CT,6026, , ,41.931100000000001,-72.708519999999993,NO,335,Electrical Equipment, , , , , , ,335929,0,0,0,0,0,1317216322510.000000000000000,ZINC COMPOUNDS,N982,649699,NO,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,9.240000000000000,0,0,0,0,0,0,0,0,0,0,0,9.240000000000000,2.780000000000000,0.000000000000000,2.780000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,4278,4280.779999999999700,0.000000000000000,0.000000000000000,15155.000000000000000,0,0,15155.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,4290.020000000000400,0,0,9.240000000000000,1.830000000000000,4279.000000000000000,0,0.000000000000000,0,15155.000000000000000,0.000000000000000,0.000000000000000,19445.070000000000000,0,PRODUCTION,0.850000000000000,THE MARMON GROUP LLC,795871581, ,1638,09,003,470100,3,090034701003,Block Group 3,G5030,S,16383497.000000000000000,173788.000000000000000,+41.9271737,-072.7266647,865,866,1500000US090034701003,"Block Group 3, Census Tract 4701, Hartford County, Connecticut",1147,27,0,8,0,8,0,0,16,1088,59,0,no,1147,1147,1100,7,0,18,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034701003
353,638,2017,06026THRCKBRADL,110043501699.000000000000000,RSCC WIRE & CABLE LLC,20 BRADLEY PARK RD,EAST GRANBY,HARTFORD,CT,6026, , ,41.931100000000001,-72.708519999999993,NO,335,Electrical Equipment, , , , , , ,335929,0,0,0,0,0,1317216322440.000000000000000,OZONE,010028156,166678,NO,TRI,NO,0,NO,R,Pounds,0.000000000000000,12094.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,12094.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,12094.000000000000000,0,0,12094.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,12094.000000000000000,0,PRODUCTION,1.030000000000000,THE MARMON GROUP LLC,795871581, ,1638,09,003,470100,3,090034701003,Block Group 3,G5030,S,16383497.000000000000000,173788.000000000000000,+41.9271737,-072.7266647,865,866,1500000US090034701003,"Block Group 3, Census Tract 4701, Hartford County, Connecticut",1147,27,0,8,0,8,0,0,16,1088,59,0,no,1147,1147,1100,7,0,18,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034701003
354,652,2017,06026THRCKBRADL,110043501699.000000000000000,RSCC WIRE & CABLE LLC,20 BRADLEY PARK RD,EAST GRANBY,HARTFORD,CT,6026, , ,41.931100000000001,-72.708519999999993,NO,335,Electrical Equipment, , , , , , ,335929,0,0,0,0,0,1317216322470.000000000000000,CHROMIUM,007440473,150060,YES,TRI,YES,1,YES,R,Pounds,0.000000000000000,5.640000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,5.640000000000000,0.020000000000000,0.000000000000000,0.020000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,91,91.019999999999996,0.000000000000000,0.000000000000000,25304.000000000000000,0,0,25304.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,96.659999999999997,0,0,5.640000000000000,0.020000000000000,91.000000000000000,0,0.000000000000000,0,25304.000000000000000,0.000000000000000,0.000000000000000,25400.660000000000000,0,PRODUCTION,1.080000000000000,THE MARMON GROUP LLC,795871581, ,1638,09,003,470100,3,090034701003,Block Group 3,G5030,S,16383497.000000000000000,173788.000000000000000,+41.9271737,-072.7266647,865,866,1500000US090034701003,"Block Group 3, Census Tract 4701, Hartford County, Connecticut",1147,27,0,8,0,8,0,0,16,1088,59,0,no,1147,1147,1100,7,0,18,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034701003
355,653,2017,06026THRCKBRADL,110043501699.000000000000000,RSCC WIRE & CABLE LLC,20 BRADLEY PARK RD,EAST GRANBY,HARTFORD,CT,6026, , ,41.931100000000001,-72.708519999999993,NO,335,Electrical Equipment, , , , , , ,335929,0,0,0,0,0,1317216322500.000000000000000,NICKEL,007440020,149674,YES,TRI,YES,1,YES,R,Pounds,2.400000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,2.400000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,69,69.000000000000000,0.000000000000000,0.000000000000000,42575.000000000000000,0,0,42575.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,71.400000000000006,0,0,2.400000000000000,0.000000000000000,69.000000000000000,0,0.000000000000000,0,42575.000000000000000,0.000000000000000,0.000000000000000,42646.400000000001000,0,PRODUCTION,0.880000000000000,THE MARMON GROUP LLC,795871581, ,1638,09,003,470100,3,090034701003,Block Group 3,G5030,S,16383497.000000000000000,173788.000000000000000,+41.9271737,-072.7266647,865,866,1500000US090034701003,"Block Group 3, Census Tract 4701, Hartford County, Connecticut",1147,27,0,8,0,8,0,0,16,1088,59,0,no,1147,1147,1100,7,0,18,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034701003
356,542,2017,06096HMLTN1HAMI,110000315588.000000000000000,HAMILTON SUNDSTRAND,ONE HAMILTON RD,WINDSOR LOCKS,HARTFORD,CT,6096, , ,41.925474000000001,-72.687404999999998,NO,336,Transportation Equipment, , , , , , ,336413,0,0,0,0,0,1317216182320.000000000000000,AMMONIA,007664417,152389,NO,TRI,NO,0,NO,R,Pounds,1.000000000000000,168.500000000000000,0.490000000000000,0,0,0,0,0,0,0,0,0,0,0,169.990000000000010,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0,0,0,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,3127.000000000000000,0,0,3127.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,1027,0.000000000000000,0,1027.300000000000000,169.990000000000010,0,0,169.990000000000010,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0.000000000000000,352.000000000000000,1027.300000000000000,1549.290000000000000,3127,PRODUCTION,0.600000000000000,UNITED TECHNOLOGIES CORP,001344142, ,1641,09,003,476300,9,090034763009,Block Group 9,G5030,S,9428136.000000000000000,0.000000000000000,+41.9241540,-072.6712198,919,920,1500000US090034763009,"Block Group 9, Census Tract 4763, Hartford County, Connecticut",1231,37,0,9,0,9,11,0,0,1165,66,0,no,1231,1207,1128,62,0,8,0,0,9,24,0,0,0,0,0,24,0,1,0,0,0,0,0,0,090034763009
357,564,2017,06096HMLTN1HAMI,110000315588.000000000000000,HAMILTON SUNDSTRAND,ONE HAMILTON RD,WINDSOR LOCKS,HARTFORD,CT,6096, , ,41.925474000000001,-72.687404999999998,NO,336,Transportation Equipment, , , , , , ,336413,0,0,0,0,0,1317216182320.000000000000000,LEAD,007439921,149583,YES,PBT,YES,1,YES,R,Pounds,0.620000000000000,0.160000000000000,0.900000000000000,0,0,0,0,0,0,0,0,0,0,0,1.680000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0.000000000000000,0.000000000000000,124,0,0,0.000000000000000,0.000000000000000,0,123.540000000000010,0.000000000000000,148.000000000000000,0.000000000000000,0,0,148.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0,0,0.000000000000000,0,0.000000000000000,125.220000000000000,0,0,1.680000000000000,14.840000000000000,0.000000000000000,0,0.000000000000000,0,148.000000000000000,0.000000000000000,0.000000000000000,164.520000000000010,109,PRODUCTION,0.710000000000000,UNITED TECHNOLOGIES CORP,001344142, ,1641,09,003,476300,9,090034763009,Block Group 9,G5030,S,9428136.000000000000000,0.000000000000000,+41.9241540,-072.6712198,919,920,1500000US090034763009,"Block Group 9, Census Tract 4763, Hartford County, Connecticut",1231,37,0,9,0,9,11,0,0,1165,66,0,no,1231,1207,1128,62,0,8,0,0,9,24,0,0,0,0,0,24,0,1,0,0,0,0,0,0,090034763009
