"","OBJECTID","Join_Count","TARGET_FID","YEAR","TRI_FACILI","FRS_ID","FACILITY_N","STREET_ADD","CITY","COUNTY","ST","ZIP","BIA_CODE","TRIBE","LATITUDE","LONGITUDE","FEDERAL_FA","INDUSTRY_S","INDUSTRY_1","PRIMARY_SI","SIC_2","SIC_3","SIC_4","SIC_5","SIC_6","PRIMARY_NA","NAICS_2","NAICS_3","NAICS_4","NAICS_5","NAICS_6","DOC_CTRL_N","CHEMICAL","CAS___COMP","SRS_ID","CLEAR_AIR_","CLASSIFICA","METAL","METAL_CATE","CARCINOGEN","FORM_TYPE","UNIT_OF_ME","F5_1_FUGITI","F5_2_STACK_","F5_3_WATER","F5_4_UNDERG","F5_4_1_UNDE","F5_4_2_UNDE","F5_5_1_LAND","F5_5_1A_RCR","F5_5_1B_OTH","F5_5_2_LAND","F5_5_3_SURF","F5_5_3A_RCR","F5_5_3B_Oth","F5_5_4_OTHE","ON_SITE_RE","F6_1_POTW_T","F6_1_POTW_1","F6_1_POTW_2","F6_2_M10","F6_2_M41","F6_2_M62","F6_2_M71","F6_2_M81","F6_2_M82","F6_2_M72","F6_2_M63","F6_2_M66","F6_2_M67","F6_2_M64","F6_2_M65","F6_2_M73","F6_2_M79","F6_2_M90","F6_2_M94","F6_2_M99","OFF_SITE_R","F6_2_M20","F6_2_M24","F6_2_M26","F6_2_M28","F6_2_M93","OFF_SITE_1","F6_2_M56","F6_2_M92","OFF_SITE_2","F6_2_M40","F6_2_M50","F6_2_M54","F6_2_M61","F6_2_M69","F6_2_M95","OFF_SITE_T","TOTAL_RELE","F8_1_RELEAS","F8_1A_ON_SI","F8_1B_ON_SI","F8_1C_OFF_S","F8_1D_OFF_S","F8_2_ENERGY","F8_3_ENERGY","F8_4_RECYCL","F8_5_RECYCL","F8_6_TREATM","F8_7_TREATM","PROD__WAST","F8_8_ONE_TI","PROD_RATIO","F8_9_PRODUC","PARENT_COM","PARENT_C_1","Field110","STATEFP00","COUNTYFP00","TRACTCE00","BLKGRPCE00","BKGPIDFP00","NAMELSAD00","MTFCC00","FUNCSTAT00","ALAND00","AWATER00","INTPTLAT00","INTPTLON00","OID_","Field1","GEOID","GEO_label","total_x","under_50","from_50_to","from_75_to","from_100_t","from_125_t","from_150_t","from_175_t","from_185_t","from_200_u","below_200","fraction_b","over_30_un","total_y","not_Hispan","non_HL_whi","non_HL_Bla","non_HL_AIA","non_HL_Asi","non_HL_NHO","non_HL_oth","non_HL_2_p","HL","HL_white","HL_Black","HL_AIAN","HL_Asian","HL_NHOPI","HL_other","HL_2_plus","percent_wh","percent_Bl","percent_HL","percent_AI","percent_As","percent_NH","percent_ot","GEOID2_Tex","STATEFP10","COUNTYFP10","COUSUBFP10","COUSUBNS10","GEOID10","NAME10","NAMELSAD10","LSAD10","CLASSFP10","MTFCC10","CNECTAFP10","NECTAFP10","NCTADVFP10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","GEOID_AFF2","GEOID_AFF1","covered_facility","TRUE_TOTAL_RELEASE_POUNDS","added_since_2008"
"272",274,0,274,2016,"06488GNDST236RX",110007078955,"O&G INDUSTRIES INC","236 ROXBURY RD","SOUTHBURY","NEW HAVEN","CT",6488,NA,NA,41.5014,-73.22169,"NO",324,"Petroleum",NA,NA,NA,NA,NA,NA,324121,327999,327320,212319,811111,0,1316214996930,"POLYCYCLIC AROMATIC COMPOUNDS","N590",649749,"YES","PBT","NO",0,"YES","R","Pounds",0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.15,0,0,0,0,0,0,0,0,0.15,0,"PRODUCTION",1.23,"O & G INDUSTRIES INC","018838136",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.15,"no"
"273",275,0,275,2016,"06475TLCNC1BOST",110044110100,"TILCON CONNECTICUT INC","1 BOSTON POST RD PL","OLD SAYBROOK","MIDDLESEX","CT",6475,NA,NA,41.30478,-72.37253,"NO",324,"Petroleum",NA,NA,NA,NA,NA,NA,324121,0,0,0,0,0,1316215432260,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PRODUCTION",0.87,"OLDCASTLE INC","023668833",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"274",276,1,276,2016,"06516SBRDM50FRE",110000316925,"SEABOARD METAL FINISHING LLC","50 FRESHMEADOW RD","WEST HAVEN","NEW HAVEN","CT",6516,NA,NA,41.2902,-72.97898,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,0,0,0,0,1316215564210,"LEAD COMPOUNDS","N420",650002,"YES","PBT","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,31.9,0,0,31.9,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.0504,0.0296,0,0,0,31.9,0,0,31.98,0,"ACTIVITY",1.03,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.08,"no"
"275",277,1,277,2016,"06790FLCLL539TE",110002498182,"FUELCELL ENERGY","539 TECHNOLOGY PARK DR","TORRINGTON","LITCHFIELD","CT",6790,NA,NA,41.844703,-73.081009,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335999,0,0,0,0,0,1316214999550,"CHROMIUM","007440473",150060,"YES","TRI","YES",1,"YES","R","Pounds",5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,1214,416,0,416,0,123,0,0,0,0,123,5,0,0,5,0,0,0,0,0,1214,0,0,1219,0,"PRODUCTION",0.44,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,"no"
"276",278,1,278,2016,"06607SFTYK244SE",110039203901,"SAFETY-KLEEN SYSTEMS INC","24-40 SEAVIEW AVE","BRIDGEPORT","FAIRFIELD","CT",6607,NA,NA,41.167297,-73.165767,"NO",4247,"Petroleum Bulk Terminals",NA,NA,NA,NA,NA,NA,424710,325998,0,0,0,0,1316215672620,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111.1,0,0,1111.1,4.3,0,4.3,0,0,0,7.2,0,0,7.2,0.08,0,0,0.08,0,0,0,4.3,0,1111.1,0,7.2,1122.68,0,"PRODUCTION",0.92,"SAFETY-KLEEN SYSTEMS INC.","053976551",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.08,"no"
"277",279,0,279,2016,"06470HBBLL14PRO",110001133899,"WIRING DEVICE - KELLEMS HUBBELL","14 PROSPECT DR","NEWTOWN","FAIRFIELD","CT",6470,NA,NA,41.388299,-73.286009,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335931,0,0,0,0,0,1316215304530,"ANTIMONY COMPOUNDS","N010",649921,"YES","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090,0,0,0,2090,0,"PRODUCTION",0.97,"HUBBELL INC","001181858",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"278",280,0,280,2016,"06340TLCNC185SR",110008053756,"TILCON CONNECTICUT INC","185 SOUTH RD","GROTON","NEW LONDON","CT",6340,NA,NA,41.34094,-72.03887,"NO",324,"Petroleum",NA,NA,NA,NA,NA,NA,324121,0,0,0,0,0,1316215358020,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PRODUCTION",1.99,"OLDCASTLE INC","023665045",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"279",281,0,281,2016,"06480TRRMC171BR",110001735837,"BITUMAR USA INC","171 BROWNSTONE AVE","PORTLAND","MIDDLESEX","CT",6480,NA,NA,41.57536,-72.64551,"NO",4247,"Petroleum Bulk Terminals",NA,NA,NA,NA,NA,NA,424710,0,0,0,0,0,1316215258180,"POLYCYCLIC AROMATIC COMPOUNDS","N590",649749,"YES","PBT","NO",0,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PRODUCTION",1.72,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"280",282,0,282,2016,"06075NRTHMUPPER",110000315454,"TTM PRINTED CIRCUIT GROUP MULT ILAYER STAFFORD DIV","228 UPPER RD","STAFFORDVILLE","TOLLAND","CT",6077,NA,NA,41.993952,-72.261569,"NO",334,"Computers and Electronic Products",NA,NA,NA,NA,NA,NA,334412,0,0,0,0,0,1316215359850,"COPPER COMPOUNDS","N100",649491,"NO","TRI","YES",1,"NO","R","Pounds",0,9,4,0,0,0,0,0,0,0,0,0,0,0,13,1.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,139535,0,0,0,139535,0,0,0,0,0,0,0,0,0,0,14.3,0,0,13,0.936,0.364,0,0,0,139535,0,0,139549.3,0,"PRODUCTION",1,"TTM TECHNOLOGIES INC",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.3,"no"
"281",283,0,283,2016,"06043SYNDT201BO",110009007476,"SIMONIZ USA INC","201 BOSTON TURNPIKE","BOLTON","TOLLAND","CT",6043,NA,NA,41.78428,-72.46198,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325612,325611,0,0,0,0,1316215569880,"METHANOL","000067561",4283,"YES","TRI","NO",0,"NO","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"282",284,0,284,2016,"06340TLCNC185SR",110008053756,"TILCON CONNECTICUT INC","185 SOUTH RD","GROTON","NEW LONDON","CT",6340,NA,NA,41.34094,-72.03887,"NO",324,"Petroleum",NA,NA,NA,NA,NA,NA,324121,0,0,0,0,0,1316215358030,"POLYCYCLIC AROMATIC COMPOUNDS","N590",649749,"YES","PBT","NO",0,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PRODUCTION",1.99,"OLDCASTLE INC","023665045",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"283",285,1,285,2016,"06704MRCNL1358T",110000317121,"AMERICAN ELECTRO PRODUCTS INC","1358 THOMASTON AVE","WATERBURY","NEW HAVEN","CT",6704,NA,NA,41.58474,-73.04874,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,0,0,0,0,1316214988030,"LEAD COMPOUNDS","N420",650002,"YES","PBT","YES",1,"NO","R","Pounds",0.41,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0.29,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,4.26,0,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.51,0,0.29,0,0,0,4.26,0,0,5.06,0,"PRODUCTION",0.88,"NATIONAL INTEGRATED INDUSTRIES INC",NA,NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8,"no"
"284",286,1,286,2016,"06050TLCNC642BL",110002476348,"TILCON CONNECTICUT INC","642 BLACK ROCK AVE","NEW BRITAIN","HARTFORD","CT",6050,NA,NA,41.667111,-72.821511,"NO",324,"Petroleum",NA,NA,NA,NA,NA,NA,324121,0,0,0,0,0,1316215357840,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PRODUCTION",0.9,"OLDCASTLE INC","023665045",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"no"
"285",287,1,287,2016,"06607SFTYK244SE",110039203901,"SAFETY-KLEEN SYSTEMS INC","24-40 SEAVIEW AVE","BRIDGEPORT","FAIRFIELD","CT",6607,NA,NA,41.167297,-73.165767,"NO",4247,"Petroleum Bulk Terminals",NA,NA,NA,NA,NA,NA,424710,325998,0,0,0,0,1316215672570,"METHANOL","000067561",4283,"YES","TRI","NO",0,"NO","R","Pounds",13,422,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,435,0,0,0,0,0,0,0,0,435,0,"PRODUCTION",5.7,"SAFETY-KLEEN SYSTEMS INC.","053976551",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,435,"no"
"286",288,0,288,2016,"06477RBCLB25CON",110000316471,"ROEBIC LABORATORIES INC","25 CONNAIR RD","ORANGE","NEW HAVEN","CT",6477,NA,NA,41.24731,-72.99684,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325612,0,0,0,0,0,1316215064650,"COPPER COMPOUNDS","N100",649491,"NO","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PRODUCTION",0.97,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"287",289,0,289,2016,"06066NCLCR60EAS",110000315374,"ANOCOIL LLC","60 E MAIN ST","ROCKVILLE","TOLLAND","CT",6066,NA,NA,41.866752,-72.440917,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,0,0,0,0,1316215113100,"NITRIC ACID","007697372",152686,"NO","TRI","NO",0,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18186,0,18186,0,"PRODUCTION",0.87,"VERICO TECHNOLOGY LLC","183615426",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"288",290,1,290,2016,"06098STRLN249RO",110001407629,"STERLING SINTERED TECHNOLOGIES INC","249 ROCKWELL ST","WINSTED","LITCHFIELD","CT",6098,NA,NA,41.92276,-73.07937,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332117,0,0,0,0,0,1316215063190,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336,0,0,0,3336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3336,0,0,3336,0,"PRODUCTION",1.04,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"no"
"289",291,0,291,2016,"06479SPRML455AT",110000316499,"SUPREME LAKE MANUFACTURING INC","455 ATWATER ST","PLANTSVILLE","HARTFORD","CT",6479,NA,NA,41.57779,-72.8969,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332722,0,0,0,0,0,1316215179020,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663136,0,0,0,663136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663136,0,0,663136,0,"PRODUCTION",1.03,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"290",292,1,292,2016,"06511SRGNT100SA",110011371443,"SARGENT MANUFACTURING CO","100 SARGENT DR","NEW HAVEN","NEW HAVEN","CT",6511,NA,NA,41.29068,-72.92281,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332510,0,0,0,0,0,1316215381740,"CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","N090",649475,"YES","TRI","YES",1,"NO","R","Pounds",0.7,5.78,0,0,0,0,0,0,0,0,0,0,0,0,6.48,2.28,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.47,0,555.75,0,0,0,0,23484,23484,0,0,0,0,0,0,0,0,0,0,562.23,0,0,6.48,1.7328,554.0172,0,0,0,23484,0,0,24046.23,0,"PRODUCTION",0.01,"ASSA ABLOY INC","609161294",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,562.23,"no"
"291",293,1,293,2016,"06790FLCLL539TE",110002498182,"FUELCELL ENERGY","539 TECHNOLOGY PARK DR","TORRINGTON","LITCHFIELD","CT",6790,NA,NA,41.844703,-73.081009,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335999,0,0,0,0,0,1316214999560,"CYCLOHEXANE","000110827",27003,"NO","TRI","NO",0,"NO","R","Pounds",303,1653,0,0,0,0,0,0,0,0,0,0,0,0,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4160,0,4160,0,3207,0,0,0,0,3207,1956,0,0,1956,0,0,0,4160,0,0,37169,3207,46492,0,"PRODUCTION",0.44,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1956,"no"
