OBJECTID,Join_Count,TARGET_FID,JOIN_FID,YEAR,TRI_FACILI,FRS_ID,FACILITY_N,STREET_ADD,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FA,INDUSTRY_S,INDUSTRY_1,PRIMARY_SI,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NA,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_N,CHEMICAL,CAS___COMP,SRS_ID,CLEAR_AIR_,CLASSIFICA,METAL,METAL_CATE,CARCINOGEN,FORM_TYPE,UNIT_OF_ME,F5_1_FUGITI,F5_2_STACK_,F5_3_WATER,F5_4_UNDERG,F5_4_1_UNDE,F5_4_2_UNDE,F5_5_1_LAND,F5_5_1A_RCR,F5_5_1B_OTH,F5_5_2_LAND,F5_5_3_SURF,F5_5_3A_RCR,F5_5_3B_Oth,F5_5_4_OTHE,ON_SITE_RE,F6_1_POTW_T,F6_1_POTW_1,F6_1_POTW_2,F6_2_M10,F6_2_M41,F6_2_M62,F6_2_M71,F6_2_M81,F6_2_M82,F6_2_M72,F6_2_M63,F6_2_M66,F6_2_M67,F6_2_M64,F6_2_M65,F6_2_M73,F6_2_M79,F6_2_M90,F6_2_M94,F6_2_M99,OFF_SITE_R,F6_2_M20,F6_2_M24,F6_2_M26,F6_2_M28,F6_2_M93,OFF_SITE_1,F6_2_M56,F6_2_M92,OFF_SITE_2,F6_2_M40,F6_2_M50,F6_2_M54,F6_2_M61,F6_2_M69,F6_2_M95,OFF_SITE_T,TOTAL_RELE,F8_1_RELEAS,F8_1A_ON_SI,F8_1B_ON_SI,F8_1C_OFF_S,F8_1D_OFF_S,F8_2_ENERGY,F8_3_ENERGY,F8_4_RECYCL,F8_5_RECYCL,F8_6_TREATM,F8_7_TREATM,PROD__WAST,F8_8_ONE_TI,PROD_RATIO,F8_9_PRODUC,PARENT_COM,PARENT_C_1,Field110,STATEFP00,COUNTYFP00,TRACTCE00,BLKGRPCE00,BKGPIDFP00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,ArcGIS_EJ_10_DBF_OID,ArcGIS_EJ_10_DBF_Field1,ArcGIS_EJ_10_DBF_GEOID,ArcGIS_EJ_10_DBF_GEO_label,ArcGIS_EJ_10_DBF_total_x,ArcGIS_EJ_10_DBF_under_50,ArcGIS_EJ_10_DBF_from_50_to,ArcGIS_EJ_10_DBF_from_75_to,ArcGIS_EJ_10_DBF_from_100_t,ArcGIS_EJ_10_DBF_from_125_t,ArcGIS_EJ_10_DBF_from_150_t,ArcGIS_EJ_10_DBF_from_175_t,ArcGIS_EJ_10_DBF_from_185_t,ArcGIS_EJ_10_DBF_from_200_u,ArcGIS_EJ_10_DBF_below_200,ArcGIS_EJ_10_DBF_fraction_b,ArcGIS_EJ_10_DBF_over_30_un,ArcGIS_EJ_10_DBF_total_y,ArcGIS_EJ_10_DBF_not_Hispan,ArcGIS_EJ_10_DBF_non_HL_whi,ArcGIS_EJ_10_DBF_non_HL_Bla,ArcGIS_EJ_10_DBF_non_HL_AIA,ArcGIS_EJ_10_DBF_non_HL_Asi,ArcGIS_EJ_10_DBF_non_HL_NHO,ArcGIS_EJ_10_DBF_non_HL_oth,ArcGIS_EJ_10_DBF_non_HL_2_p,ArcGIS_EJ_10_DBF_HL,ArcGIS_EJ_10_DBF_HL_white,ArcGIS_EJ_10_DBF_HL_Black,ArcGIS_EJ_10_DBF_HL_AIAN,ArcGIS_EJ_10_DBF_HL_Asian,ArcGIS_EJ_10_DBF_HL_NHOPI,ArcGIS_EJ_10_DBF_HL_other,ArcGIS_EJ_10_DBF_HL_2_plus,ArcGIS_EJ_10_DBF_percent_wh,ArcGIS_EJ_10_DBF_percent_Bl,ArcGIS_EJ_10_DBF_percent_HL,ArcGIS_EJ_10_DBF_percent_AI,ArcGIS_EJ_10_DBF_percent_As,ArcGIS_EJ_10_DBF_percent_NH,ArcGIS_EJ_10_DBF_percent_ot,ArcGIS_EJ_10_DBF_GEOID2_Tex
459,1,459,2168,2008,06770DNHMC15EAS,110000317327.000000000000000,UNIMETAL SURFACE FINISHING LLC,15 E WATERBURY RD,NAUGATUCK,NEW HAVEN,CT,6770, , ,41.505519999999997,-73.024240000000006,NO,332,Fabricated Metals, , , , , , ,332813,0, ,0,0,0,1308206519470.000000000000000,CYANIDE COMPOUNDS,N106,649988,YES,TRI,NO,0,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,158.000000000000000,158.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,202.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2500.000000000000000,0.000000000000000,2702.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,158.000000000000000,10000.000000000000000,2702.000000000000000,12860.000000000000000,0.000000000000000, ,0.900000000000000,NA, , ,09,009,345100,4,090093451004,Block Group 4,G5030,S,5190888.000000000000000,0.000000000000000,+41.5075244,-073.0283552,2110,2111,1500000US090093451004,"Block Group 4, Census Tract 3451, New Haven County, Connecticut",1883,36,0,29,6,5,11,6,35,1755,128,0,no,1883,1827,1811,0,0,7,0,0,9,56,28,0,0,0,0,28,0,1,0,0,0,0,0,0,090093451004
460,1,460,673,2008,06340PFZRNEASTE,110000315891.000000000000000,PFIZER INC GROTON SITE,445 EASTERN POINT RD MS4157,GROTON,NEW LONDON,CT,6340, , ,41.331456000000003,-72.077832999999998,NO,325,Chemicals, , , , , , ,325412,0, ,0,0,0,1308206907800.000000000000000,METHANOL,000067561,4283,YES,TRI,NO,0,NO,R,Pounds,750.000000000000000,2700.000000000000000,250.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,3700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,150255.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,750.000000000000000,151005.000000000000000,3700.000000000000000,0,0,3800.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,110000.000000000000000,150000.000000000000000,263800.000000000000000,0.000000000000000, ,0.150000000000000,PFIZER INC,001326495, ,09,011,702600,1,090117026001,Block Group 1,G5030,S,1361578.000000000000000,1479284.000000000000000,+41.3302850,-072.0770557,2353,2354,1500000US090117026001,"Block Group 1, Census Tract 7026, New London County, Connecticut",684,0,0,0,0,5,0,0,0,679,5,0,no,1415,1366,1229,70,7,24,0,7,29,49,0,0,12,0,0,37,0,1,0,0,0,0,0,0,090117026001
461,1,461,843,2008,06244RGRSCWOODS,110000315819.000000000000000,ROGERS CORPORATION-WOODSTOCK,245 WOODSTOCK RD,WOODSTOCK,WINDHAM,CT,6281, , ,41.983719999999998,-71.976309999999998,NO,326,Plastics and Rubber, , , , , , ,326150,0, ,0,0,0,1308206427930.000000000000000,N-METHYL-2-PYRROLIDONE,000872504,72744,NO,TRI,NO,0,NO,R,Pounds,5.000000000000000,250.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,255.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,10911.000000000000000,0.000000000000000,10911.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,255.000000000000000,0,0,320.000000000000000,0.000000000000000,0.000000000000000,0,11000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11320.000000000000000,0.000000000000000, ,0.950000000000000,ROGERS CORP,001141167, ,09,015,901100,2,090159011002,Block Group 2,G5030,S,33174420.000000000000000,449808.000000000000000,+41.9907649,-071.9723761,2564,2565,1500000US090159011002,"Block Group 2, Census Tract 9011, Windham County, Connecticut",1716,7,0,6,41,48,66,49,17,1482,234,0,no,1716,1710,1660,0,0,0,0,0,50,6,0,0,0,0,0,6,0,1,0,0,0,0,0,0,090159011002
462,1,462,1373,2008,06032DCTCH17918,110001405952.000000000000000,EDAC TECHNOLOGIES CORP,1790 - 1806 NEW BRITAIN AVE,FARMINGTON,HARTFORD,CT,60323114, , ,41.704090000000001,-72.860560000000007,NO,336,Transportation Equipment, , , , , , ,336412,0, ,0,0,0,1308207038260.000000000000000,COBALT,007440484,150078,YES,TRI,YES,1,YES,R,Pounds,5.000000000000000,5.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,250.000000000000000,0.000000000000000,250.000000000000000,0.000000000000000,36668.000000000000000,0.000000000000000,0,0.000000000000000,36668.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,260.000000000000000,0,0,10.000000000000000,0.000000000000000,230.000000000000000,0,0.000000000000000,0.000000000000000,36668.000000000000000,0.000000000000000,0.000000000000000,36908.000000000000000,0.000000000000000, ,1.000000000000000,EDAC TECHNOLOGIES CORP,144921780, ,09,003,460201,3,090034602013,Block Group 3,G5030,S,15642355.000000000000000,797536.000000000000000,+41.7304216,-072.8430509,808,809,1500000US090034602013,"Block Group 3, Census Tract 4602.01, Hartford County, Connecticut",2967,62,15,76,20,60,52,7,0,2675,292,0,no,2967,2932,2659,30,0,243,0,0,0,35,35,0,0,0,0,0,0,1,0,0,0,0,0,0,090034602013
463,1,463,754,2008,06335DWCHMROUTE,110000315864.000000000000000,DOW NORTH AMERICA ALLYN'S POINT PLANT,1761 RTE 12,GALES FERRY,NEW LONDON,CT,6335, , ,41.441954000000003,-72.078852999999995,NO,325,Chemicals, , , , , , ,325211,326140, ,0,0,0,1308206745780.000000000000000,CHLORODIFLUOROMETHANE,000075456,5595,NO,TRI,NO,0,NO,R,Pounds,1251.000000000000000,31941.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,33192.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,33192.000000000000000,0,0,33192.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,33192.000000000000000,0.000000000000000, ,1.050000000000000,THE DOW CHEMICAL CO,001381581, ,09,011,701200,2,090117012002,Block Group 2,G5030,S,4901089.000000000000000,1278198.000000000000000,+41.4486019,-072.0708261,2337,2338,1500000US090117012002,"Block Group 2, Census Tract 7012, New London County, Connecticut",944,24,25,22,0,39,7,38,0,789,155,0,no,944,922,870,13,7,17,0,0,15,22,0,0,0,0,0,8,14,1,0,0,0,0,0,0,090117012002
464,1,464,1549,2008,06010SSCTD18MAI,110000315105.000000000000000,ASSOCIATED SPRING,18 MAIN ST,BRISTOL,HARTFORD,CT,6010, , ,41.668289999999999,-72.943259999999995,NO,336,Transportation Equipment, , , , , , ,336350,0, ,0,0,0,1308206960600.000000000000000,NICKEL,007440020,149674,YES,TRI,YES,1,YES,R,Pounds,5.000000000000000,5.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,10.000000000000000,30.000000000000000,0.000000000000000,30.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,25.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,60.000000000000000,0.000000000000000,5519.000000000000000,0.000000000000000,0,0.000000000000000,5519.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,70.000000000000000,0,0,10.000000000000000,25.000000000000000,30.300000000000001,0,0.000000000000000,0.000000000000000,5519.000000000000000,0.000000000000000,0.000000000000000,5584.300000000000200,0.000000000000000, ,0.900000000000000,BARNES GROUP INC,001145481, ,09,003,406100,3,090034061003,Block Group 3,G5030,S,435841.000000000000000,0.000000000000000,+41.6708715,-072.9387347,700,701,1500000US090034061003,"Block Group 3, Census Tract 4061, Hartford County, Connecticut",800,62,32,104,0,85,26,74,22,395,405,1,yes,800,640,559,67,14,0,0,0,0,160,117,4,0,0,0,39,0,1,0,0,0,0,0,0,090034061003
465,1,465,673,2008,06340PFZRNEASTE,110000315891.000000000000000,PFIZER INC GROTON SITE,445 EASTERN POINT RD MS4157,GROTON,NEW LONDON,CT,6340, , ,41.331456000000003,-72.077832999999998,NO,325,Chemicals, , , , , , ,325412,0, ,0,0,0,1308206907840.000000000000000,TOLUENE,000108883,25452,YES,TRI,NO,0,NO,R,Pounds,250.000000000000000,1000.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,1250.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,44505.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,250.000000000000000,44755.000000000000000,1250.000000000000000,0,0,1500.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,65.000000000000000,44000.000000000000000,45565.000000000000000,0.000000000000000, ,0.160000000000000,PFIZER INC,001326495, ,09,011,702600,1,090117026001,Block Group 1,G5030,S,1361578.000000000000000,1479284.000000000000000,+41.3302850,-072.0770557,2353,2354,1500000US090117026001,"Block Group 1, Census Tract 7026, New London County, Connecticut",684,0,0,0,0,5,0,0,0,679,5,0,no,1415,1366,1229,70,7,24,0,7,29,49,0,0,12,0,0,37,0,1,0,0,0,0,0,0,090117026001
466,1,466,1473,2008,06095WNDSR169OL,110009067794.000000000000000,BARNES AEROSPACE WINDSOR DIV,169 KENNEDY RD,WINDSOR,HARTFORD,CT,6095, , ,41.867719999999998,-72.635379999999998,NO,336,Transportation Equipment, , , , , , ,336412,0, ,0,0,0,1308206923580.000000000000000,NICKEL,007440020,149674,YES,TRI,YES,1,YES,R,Pounds,0.000000000000000,2.200000000000000,0.550000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,2.750000000000000,5.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,256.870000000000000,0.000000000000000,261.870000000000000,0.000000000000000,51354.000000000000000,0.000000000000000,0,0.000000000000000,51354.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,264.620000000000000,0,0,2.750000000000000,0.000000000000000,261.870000000000000,0,0.000000000000000,0.000000000000000,51354.000000000000000,0.000000000000000,0.000000000000000,51618.620000000003000,0.000000000000000, ,0.920000000000000,BARNES GROUP INC,001145481, ,09,003,473601,1,090034736011,Block Group 1,G5030,S,4220294.000000000000000,568396.000000000000000,+41.8599560,-072.6302325,897,898,1500000US090034736011,"Block Group 1, Census Tract 4736.01, Hartford County, Connecticut",707,3,0,0,0,23,0,8,0,673,34,0,no,852,852,812,20,0,0,0,6,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034736011
467,1,467,1425,2008,06095TRBTC651DA,110002481430.000000000000000,TURBOTEC PRODUCTS INC,651 DAY HILL RD,WINDSOR,HARTFORD,CT,6095, , ,41.875475999999999,-72.690348999999998,NO,332,Fabricated Metals, , , , , , ,332410,0, ,0,0,0,1308207018060.000000000000000,CHROMIUM,007440473,150060,YES,TRI,YES,1,YES,R,Pounds,4.790000000000000,29.940000000000001,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,34.729999999999997,5.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,1488.000000000000000,0.000000000000000,0,0.000000000000000,1488.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,39.729999999999997,0,0,35.000000000000000,0.000000000000000,5.000000000000000,0,0.000000000000000,0.000000000000000,1488.000000000000000,0.000000000000000,0.000000000000000,1528.000000000000000,0.000000000000000, ,0.540000000000000,NA,NA, ,09,003,473501,1,090034735011,Block Group 1,G5030,S,16689166.000000000000000,508886.000000000000000,+41.8890107,-072.7032511,890,891,1500000US090034735011,"Block Group 1, Census Tract 4735.01, Hartford County, Connecticut",2311,0,3,14,6,7,4,0,0,2277,34,0,no,2323,2257,1841,252,0,116,0,6,42,66,17,0,0,0,0,49,0,1,0,0,0,0,0,0,090034735011
468,1,468,1473,2008,06095WNDSR169OL,110009067794.000000000000000,BARNES AEROSPACE WINDSOR DIV,169 KENNEDY RD,WINDSOR,HARTFORD,CT,6095, , ,41.867719999999998,-72.635379999999998,NO,336,Transportation Equipment, , , , , , ,336412,0, ,0,0,0,1308206923560.000000000000000,CHROMIUM,007440473,150060,YES,TRI,YES,1,YES,R,Pounds,0.000000000000000,5.000000000000000,5.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,10.000000000000000,5.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,250.000000000000000,0.000000000000000,255.000000000000000,0.000000000000000,0.000000000000000,36643.000000000000000,0,0.000000000000000,36643.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,265.000000000000000,0,0,6.000000000000000,0.000000000000000,467.360000000000010,0,0.000000000000000,0.000000000000000,36643.000000000000000,0.000000000000000,0.000000000000000,37116.360000000001000,0.000000000000000, ,0.920000000000000,BARNES GROUP INC,001145481, ,09,003,473601,1,090034736011,Block Group 1,G5030,S,4220294.000000000000000,568396.000000000000000,+41.8599560,-072.6302325,897,898,1500000US090034736011,"Block Group 1, Census Tract 4736.01, Hartford County, Connecticut",707,3,0,0,0,23,0,8,0,673,34,0,no,852,852,812,20,0,0,0,6,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090034736011
469,1,469,2288,2008,06478KNNTH114WI,110037143472.000000000000000,KENNETH LYNCH & SONS,114 WILLENBROCK RD,OXFORD,NEW HAVEN,CT,6478, , ,41.463088999999997,-73.148269999999997,NO,337,Furniture, , , , , , ,337127,332323,331522,327390,0,0,1308206619960.000000000000000,LEAD,007439921,149583,YES,PBT,YES,1,YES,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,1.390000000000000,NA, , ,09,009,346102,2,090093461022,Block Group 2,G5030,S,28595094.000000000000000,51447.000000000000000,+41.4566309,-073.1324956,2130,2131,1500000US090093461022,"Block Group 2, Census Tract 3461.02, New Haven County, Connecticut",2385,31,0,0,0,74,9,0,0,2271,114,0,no,2395,2345,2305,11,17,0,0,0,12,50,50,0,0,0,0,0,0,1,0,0,0,0,0,0,090093461022
470,1,470,754,2008,06335DWCHMROUTE,110000315864.000000000000000,DOW NORTH AMERICA ALLYN'S POINT PLANT,1761 RTE 12,GALES FERRY,NEW LONDON,CT,6335, , ,41.441954000000003,-72.078852999999995,NO,325,Chemicals, , , , , , ,325211,326140, ,0,0,0,1308206745820.000000000000000,STYRENE,000100425,19414,YES,TRI,NO,0,YES,R,Pounds,940.000000000000000,1756.000000000000000,0.200000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,2696.199999999999800,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,6575.000000000000000,0.000000000000000,6575.000000000000000,0.000000000000000,110464.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,110464.000000000000000,2696.199999999999800,0,0,2696.199999999999800,0.000000000000000,0.000000000000000,116665,6575.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,110464.000000000000000,236500.200000000010000,0.000000000000000, ,0.600000000000000,THE DOW CHEMICAL CO,001381581, ,09,011,701200,2,090117012002,Block Group 2,G5030,S,4901089.000000000000000,1278198.000000000000000,+41.4486019,-072.0708261,2337,2338,1500000US090117012002,"Block Group 2, Census Tract 7012, New London County, Connecticut",944,24,25,22,0,39,7,38,0,789,155,0,no,944,922,870,13,7,17,0,0,15,22,0,0,0,0,0,8,14,1,0,0,0,0,0,0,090117012002
471,1,471,2168,2008,06770DNHMC15EAS,110000317327.000000000000000,UNIMETAL SURFACE FINISHING LLC,15 E WATERBURY RD,NAUGATUCK,NEW HAVEN,CT,6770, , ,41.505519999999997,-73.024240000000006,NO,332,Fabricated Metals, , , , , , ,332813,0, ,0,0,0,1308206519480.000000000000000,NICKEL COMPOUNDS,N495,650036,YES,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,76.000000000000000,0.000000000000000,76.000000000000000,0.000000000000000,13795.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13871.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13871.000000000000000,0,0,0.000000000000000,0.000000000000000,13871.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13871.000000000000000,0.000000000000000, ,0.900000000000000,NA, , ,09,009,345100,4,090093451004,Block Group 4,G5030,S,5190888.000000000000000,0.000000000000000,+41.5075244,-073.0283552,2110,2111,1500000US090093451004,"Block Group 4, Census Tract 3451, New Haven County, Connecticut",1883,36,0,29,6,5,11,6,35,1755,128,0,no,1883,1827,1811,0,0,7,0,0,9,56,28,0,0,0,0,28,0,1,0,0,0,0,0,0,090093451004
472,1,472,2168,2008,06770DNHMC15EAS,110000317327.000000000000000,UNIMETAL SURFACE FINISHING LLC,15 E WATERBURY RD,NAUGATUCK,NEW HAVEN,CT,6770, , ,41.505519999999997,-73.024240000000006,NO,332,Fabricated Metals, , , , , , ,332813,0, ,0,0,0,1308206519500.000000000000000,ZINC COMPOUNDS,N982,649699,NO,TRI,YES,1,NO,R,Pounds,0.000000000000000,0.000000000000000,0.001000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.001000000000000,83.000000000000000,0.000000000000000,83.000000000000000,0.000000000000000,41505.000000000000000,0.000000000000000,0,0,0,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,41588.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,41588.000999999997000,0,0,0.001000000000000,0.000000000000000,41588.000000000000000,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,41588.000999999997000,0.000000000000000, ,0.900000000000000,NA, , ,09,009,345100,4,090093451004,Block Group 4,G5030,S,5190888.000000000000000,0.000000000000000,+41.5075244,-073.0283552,2110,2111,1500000US090093451004,"Block Group 4, Census Tract 3451, New Haven County, Connecticut",1883,36,0,29,6,5,11,6,35,1755,128,0,no,1883,1827,1811,0,0,7,0,0,9,56,28,0,0,0,0,28,0,1,0,0,0,0,0,0,090093451004
